time_index,cell_id,station_m,center_x_m,center_y_m,length_m,width_m,area_m2,discharge_m3s,water_surface_m,depth_m,velocity_ms,flow_area_m2,top_width_m,hydraulic_radius_m,manning_n,slope,habitat_type,hydraulic_source,cross_section_source,date
0,gis-hydro-001,784.327,568756.518,4825004.542,1568.654,24.207,37973.086,15.092879233536001,19.01263137142903,0.7582606073665287,0.7487035810840421,20.158684444494227,26.585430192010364,0.754339847533059,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-002,2352.981,567789.751,4826062.573,1568.654,28.17,44189.728,15.092879233536001,17.36638707411548,0.7134456513638197,0.7195880726487598,20.974332131409618,29.39864037479964,0.7107697695061181,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-003,3921.635,566847.443,4827054.552,1568.654,30.812,48333.285,15.092879233536001,15.858860038198749,0.7487957640332541,0.7426247811896681,20.323694570705747,27.141839666981838,0.7451718018915015,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-004,5490.289,565521.108,4827797.83,1568.654,13.387,21000.353,15.092879233536001,14.343221960058761,0.7791944542112929,0.7620138850448246,19.806567215829904,25.41928668611775,0.7745446010992003,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-005,7058.942,564665.004,4828378.085,1568.654,19.67,30855.472,15.092879233536001,12.680716408177737,0.7252177126998636,0.727317906838003,20.751419828437786,28.61405542782972,0.7222525052992399,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-006,8627.596,562885.639,4829334.006,1568.654,39.689,62257.871,15.092879233536001,10.93968106064062,0.6238534305547201,0.6588473131796553,22.908007563537648,36.72017567198152,0.6227004484590596,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-007,10196.25,562073.784,4829983.077,1568.654,36.082,56599.409,15.092879233536001,9.333171755555316,0.6011306314746537,0.6428912781117773,23.476565552211234,39.05401642005845,0.6002168848112602,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-008,11764.904,561256.111,4831564.054,1568.654,25.165,39474.771,15.092879233536001,8.027728669518082,0.7557760629320909,0.7471115364087133,20.201641251701034,26.72966536321252,0.7519351103480779,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-009,13333.558,560321.495,4832541.506,1568.654,22.125,34706.308,15.092879233536001,6.502509171942949,0.7806546426424453,0.7629353736295684,19.78264444828864,25.341096264189474,0.7759499829057959,0.035,0.001,riffle,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-010,14902.212,559196.347,4833383.376,1568.654,14.231,22323.125,15.092879233536001,5.249664164993191,0.9576789170722128,0.8675859486192543,17.396408110984297,18.165178120625306,0.9409578291072539,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-011,16470.866,558448.169,4834344.865,1568.654,32.261,50607.04,15.092879233536001,3.24519307968557,0.7115221367899661,0.7183195075670291,21.01137317661894,29.53017494495927,0.7088911990506881,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
0,gis-hydro-012,18039.52,556672.69,4835019.392,1568.654,33.332,52286.337,15.092879233536001,1.7758269482640765,0.7688052234322231,0.7554313376119762,19.979154268668143,25.98727695875167,0.7645301705819586,0.035,0.001,riffle,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-01
1,gis-hydro-001,784.327,568756.518,4825004.542,1568.654,24.207,37973.086,14.384958068736001,18.986544044501127,0.7432524004883748,0.7388184068238272,19.47022155359771,26.195975338665917,0.7394501057651782,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-002,2352.981,567789.751,4826062.573,1568.654,28.17,44189.728,14.384958068736001,17.341930904406176,0.6992048316915652,0.7099995964266502,20.260515838507388,28.976510058564287,0.6966119425847829,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-003,3921.635,566847.443,4827054.552,1568.654,30.812,48333.285,14.384958068736001,15.833117333909593,0.733949590345434,0.7328015271567367,19.630087459764866,26.74582521467986,0.7304357146860538,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-004,5490.289,565521.108,4827797.83,1568.654,13.387,21000.353,14.384958068736001,14.316372144566008,0.7638278535522546,0.7519932327304689,19.129105745412858,25.043739445283542,0.7593168769582445,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-005,7058.942,564665.004,4828378.085,1568.654,19.67,30855.472,14.384958068736001,12.655831898855032,0.7107752480818753,0.7176506471171238,20.044513478141283,28.20091657979672,0.7079013607598085,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-006,8627.596,562885.639,4829334.006,1568.654,39.689,62257.871,14.384958068736001,10.9184771273381,0.6111488629043051,0.6498821697894782,22.134717241736055,36.21820899174601,0.6100337985587039,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-007,10196.25,562073.784,4829983.077,1568.654,36.082,56599.409,14.384958068736001,9.31279089821966,0.5888172760991829,0.634090466394073,22.68597121565312,38.52803261131183,0.5879340751217544,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-008,11764.904,561256.111,4831564.054,1568.654,25.165,39474.771,14.384958068736001,8.001731814007515,0.7408103898673182,0.7372425767339915,19.511838467688385,26.33850541861734,0.7370856536846474,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-009,13333.558,560321.495,4832541.506,1568.654,22.125,34706.308,14.384958068736001,6.4756061565775935,0.7652630403942366,0.7529053484480456,19.105931573454136,24.966489383325545,0.7606987825892073,0.035,0.001,riffle,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-010,14902.212,559196.347,4833383.376,1568.654,14.231,22323.125,14.384958068736001,5.216294711637887,0.939245334001206,0.8565033580663156,16.794981517891763,17.881357415261004,0.9229829028333935,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-011,16470.866,558448.169,4834344.865,1568.654,32.261,50607.04,14.384958068736001,3.2208068917544894,0.6973142731238265,0.7087439591416925,20.296410125536113,29.10654622715854,0.6947650292938311,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
1,gis-hydro-012,18039.52,556672.69,4835019.392,1568.654,33.332,52286.337,14.384958068736001,1.7493555948377701,0.7536164964882002,0.7454776649332913,19.29629651617159,25.604928509515084,0.7494698560033373,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-02
2,gis-hydro-001,784.327,568756.518,4825004.542,1568.654,24.207,37973.086,16.70693948928,19.069641173725927,0.7908645949869421,0.7699556111402482,21.698574888672137,27.43652330147666,0.786684543180612,0.035,0.001,riffle,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-002,2352.981,567789.751,4826062.573,1568.654,28.17,44189.728,16.70693948928,17.419853037667664,0.744383680757244,0.7402005076559552,22.570829547506033,30.32149969293424,0.741525976588662,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-003,3921.635,566847.443,4827054.552,1568.654,30.812,48333.285,16.70693948928,15.915121110626687,0.7810479008633006,0.7637433460966725,21.875070433890606,28.00733528598164,0.7771829406624773,0.035,0.001,riffle,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-004,5490.289,565521.108,4827797.83,1568.654,13.387,21000.353,16.70693948928,14.401887808715907,0.8125765161305046,0.7835584405303041,21.32188057086453,26.23984344563572,0.8076228170366562,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-005,7058.942,564665.004,4828378.085,1568.654,19.67,30855.472,16.70693948928,12.735112964135487,0.7565933953856228,0.7481002066924559,22.332488802730975,29.51716065582159,0.7534281743736524,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-006,8627.596,562885.639,4829334.006,1568.654,39.689,62257.871,16.70693948928,10.986077366567114,0.6514576006795353,0.6781193199052992,24.637167824112666,37.81852847892732,0.6502213543182951,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-007,10196.25,562073.784,4829983.077,1568.654,36.082,56599.409,16.70693948928,9.377778374914657,0.6278864658287358,0.6618101411986685,25.24430867592999,40.205212327057396,0.6269055953776014,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-008,11764.904,561256.111,4831564.054,1568.654,25.165,39474.771,16.70693948928,8.084541913160024,0.7882876857064204,0.7683286171063871,21.744523264277507,27.58450202706294,0.7841923507431424,0.035,0.001,riffle,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-009,13333.558,560321.495,4832541.506,1568.654,22.125,34706.308,16.70693948928,6.561290633733674,0.8140910288047111,0.7845001006077809,21.296287248830847,26.159589646994533,0.809079193556134,0.035,0.001,riffle,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-010,14902.212,559196.347,4833383.376,1568.654,14.231,22323.125,16.70693948928,5.322491248922616,0.9977257189314027,0.8914227955397179,18.74188047789901,18.784601942477924,0.9800036390785405,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-011,16470.866,558448.169,4834344.865,1568.654,32.261,50607.04,16.70693948928,3.298507006162515,0.7423886465793788,0.7389040652042588,22.61043114529573,30.456326682089347,0.739578724203163,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
2,gis-hydro-012,18039.52,556672.69,4835019.392,1568.654,33.332,52286.337,16.70693948928,1.8336702597234775,0.8018007809877064,0.7768318112727846,21.506507904081385,26.822757490443422,0.797244724391972,0.035,0.001,riffle,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-03
3,gis-hydro-001,784.327,568756.518,4825004.542,1568.654,24.207,37973.086,13.761987443712,18.962984896898952,0.7296477918598341,0.7297997767163807,18.857209720770122,25.844263398240514,0.7259523641031966,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-002,2352.981,567789.751,4826062.573,1568.654,28.17,44189.728,13.761987443712,17.319850317846083,0.6862962666931345,0.7012511537033836,19.624905244053355,28.59538394200284,0.6837781995836624,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-003,3921.635,566847.443,4827054.552,1568.654,30.812,48333.285,13.761987443712,15.809870562701759,0.7204919243369734,0.7238392951987216,19.012490113477202,26.388207100271508,0.7170773453665884,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-004,5490.289,565521.108,4827797.83,1568.654,13.387,21000.353,13.761987443712,14.292121855936198,0.749898268870747,0.7428511999658381,18.525900536130088,24.704551677426565,0.7455126039563568,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-005,7058.942,564665.004,4828378.085,1568.654,19.67,30855.472,13.761987443712,12.633363033633232,0.6976837513909189,0.708830476652727,19.41506170657265,27.82788285934182,0.6948922075037905,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-006,8627.596,562885.639,4829334.006,1568.654,39.689,62257.871,13.761987443712,10.899343162980063,0.5996338807807255,0.6417025809239801,21.44605281764065,35.7652452688594,0.598552950605049,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-007,10196.25,562073.784,4829983.077,1568.654,36.082,56599.409,13.761987443712,9.294402551063154,0.5776573598087026,0.6260608837905963,21.98186757873709,38.05347098151164,0.5768016440473559,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-008,11764.904,561256.111,4831564.054,1568.654,25.165,39474.771,13.761987443712,7.978254672310462,0.7272443526014711,0.728238715473937,18.89763226163513,25.98525817909102,0.7236244515621926,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-009,13333.558,560321.495,4832541.506,1568.654,22.125,34706.308,13.761987443712,6.451307645999724,0.7513107871773439,0.7437547781329823,18.503393656519645,24.628148526971692,0.7468732196194896,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-010,14902.212,559196.347,4833383.376,1568.654,14.231,22323.125,13.761987443712,5.186137995282912,0.9225380435232654,0.8463911996206317,16.25960601891936,17.62486233827528,0.9066900825664042,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-011,16470.866,558448.169,4834344.865,1568.654,32.261,50607.04,13.761987443712,3.1987897430471297,0.6844356084225958,0.7000072847086007,19.659777468517124,28.724071668080796,0.6819600135288044,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
3,gis-hydro-012,18039.52,556672.69,4835019.392,1568.654,33.332,52286.337,13.761987443712,1.7254483549541288,0.7398481936704028,0.7363966424035018,18.68828108557731,25.259615750177538,0.7358174085369475,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-04
4,gis-hydro-001,784.327,568756.518,4825004.542,1568.654,24.207,37973.086,13.507135824384001,18.953175262523146,0.7239683296140837,0.7260181472567933,18.60440524168677,25.697816438467655,0.7203173635756931,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-05
4,gis-hydro-002,2352.981,567789.751,4826062.573,1568.654,28.17,44189.728,13.507135824384001,17.310652928894417,0.6809045927787276,0.69758778259098,19.36263243346351,28.43663068043918,0.678417658776723,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-05
4,gis-hydro-003,3921.635,566847.443,4827054.552,1568.654,30.812,48333.285,13.507135824384001,15.80019133116775,0.7148738282809471,0.7200812857475726,18.757793171032336,26.2393060550826,0.7115005579410576,0.035,0.001,run,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-05
4,gis-hydro-004,5490.289,565521.108,4827797.83,1568.654,13.387,21000.353,13.507135824384001,14.282023703688333,0.7440831026698931,0.7390178848737549,18.277143355862627,24.563309246347913,0.7397495826038409,0.035,0.001,margin,builtin-1d-gis-boundary,synthetic-boundary-width,2025-10-05
